,is6bd,Heavy items move to the bottom of your Backpack,Тяжелые предметы перемещаются на нижний ряд рюкзака., WARNING: AUTO-TRANSLATION #####################################################
,is7,This item floats,Этот предмет взлетает,
,is7b,floats,Парящий, WARNING: AUTO-TRANSLATION #####################################################
,is7bd,Floating items move to the top of your Backpack,Парящие предметы перемещаются в верхнюю часть рюкзака., WARNING: AUTO-TRANSLATION #####################################################
,is8,Can be played over other items,Можно играть поверх других предметов, WARNING: AUTO-TRANSLATION #####################################################
,is9,All effects applied to this are passed to adjacent items,"Все эффекты, примененные к этому, передаются соседним предметам.", WARNING: AUTO-TRANSLATION #####################################################
,is10,This item can be used directly,Этот предмет можно использовать напрямую, WARNING: AUTO-TRANSLATION #####################################################
,is11,Piercing,Пронзание, WARNING: AUTO-TRANSLATION #####################################################
,is11d,Piercing attacks go through armor,Пронзающие атаки проходят сквозь защиту, WARNING: AUTO-TRANSLATION #####################################################
,efm,Multiplier Total,Итоговый Множитель,
effect,base,Base,Основа,
,twice,twice,дважды, WARNING: AUTO-TRANSLATION #####################################################
,m1,This item gets permanent /x damage,Этому предмету прибавляется /x урона навсегда,
modifiers,m2,This item is destroyed,Этот предмет ломается,
,m3,Adjacent curses are destroyed,Соседние проклятия уничтожаются,
,m4,This item gets /x damage to enemy,Этому предмету прибавляется /x урона врагу,
,m5,This item gets /x damage to self,Этому предмету прибавляется /x ущерба себе,
,m6,This item gets /x damage,Этому предмету прибавляется /x урона,
,m7,This item gets /x% bonus damage,Этому предмету прибавляется /x% дополнительного урона,
,m8,This item gets /x block,Этому предмету прибавляется /x защиты,
,m9,This item gets /x block this combat,Этому предмету прибавляется /x защиты в этом бою,
,m10,This item gets /x energy,Этому предмету прибавляется /x энергии,
,m11,Adjacent armor gets /x block,Соседние броня получает /x защиты,
,m12,Adjacent weapons get /x damage,Соседние оружие получает /x урона,
,m13,Weapons in this row get /x damage,Оружию в этом ряду прибавляется /x урона,
,m14,Cleavers below get /x% bonus damage,Тесакам ниже прибавляется /x% дополнительного урона,
,m15,Fires the first arrow in each [row to the right],Пускает стрелу в каждом [ряду в право],
